seconds_elapsed,GAME_ID,PERIOD,AWAY_SCORE,HOME_SCORE,SCORE_DIFF,IS_HOME_LEADING,HOME_TEAM_WIN_PCT,AWAY_TEAM_WIN_PCT,HOME_TEAM_WON,HOME_TEAM,AWAY_TEAM,PCTIMESTRING
0,22200002,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,12:00
30,22200002,1,2.0,0.0,-2.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:30
60,22200002,1,2.0,0.0,-2.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:00
90,22200002,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:30
120,22200002,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:00
150,22200002,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:30
180,22200002,1,2.0,4.0,2.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:00
210,22200002,1,4.0,5.0,1.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:30
240,22200002,1,4.0,7.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:00
270,22200002,1,6.0,9.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:30
300,22200002,1,6.0,11.0,5.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:00
330,22200002,1,8.0,11.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:30
360,22200002,1,10.0,16.0,6.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:00
390,22200002,1,10.0,19.0,9.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:30
420,22200002,1,13.0,19.0,6.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:00
450,22200002,1,13.0,22.0,9.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:30
480,22200002,1,17.0,22.0,5.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:00
510,22200002,1,19.0,22.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:30
540,22200002,1,22.0,22.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:00
570,22200002,1,22.0,22.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:30
600,22200002,1,22.0,22.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:00
630,22200002,1,22.0,22.0,0.0,0.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:30
660,22200002,1,22.0,23.0,1.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:00
690,22200002,1,22.0,23.0,1.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:30
720,22200002,1,22.0,25.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:00
720,22200002,2,22.0,25.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,12:00
750,22200002,2,24.0,25.0,1.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:30
780,22200002,2,24.0,25.0,1.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:00
810,22200002,2,24.0,27.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:30
840,22200002,2,26.0,27.0,1.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:00
870,22200002,2,26.0,29.0,3.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:30
900,22200002,2,26.0,32.0,6.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:00
930,22200002,2,29.0,34.0,5.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:30
960,22200002,2,29.0,34.0,5.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:00
990,22200002,2,31.0,36.0,5.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:30
1020,22200002,2,31.0,39.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:00
1050,22200002,2,33.0,39.0,6.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:30
1080,22200002,2,33.0,41.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:00
1110,22200002,2,33.0,41.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:30
1140,22200002,2,33.0,43.0,10.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:00
1170,22200002,2,37.0,46.0,9.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:30
1200,22200002,2,37.0,48.0,11.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:00
1230,22200002,2,39.0,51.0,12.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:30
1260,22200002,2,39.0,51.0,12.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:00
1290,22200002,2,39.0,51.0,12.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:30
1320,22200002,2,42.0,53.0,11.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:00
1350,22200002,2,45.0,55.0,10.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:30
1380,22200002,2,46.0,55.0,9.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:00
1410,22200002,2,48.0,59.0,11.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:30
1440,22200002,2,52.0,59.0,7.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:00
1440,22200002,3,52.0,59.0,7.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,12:00
1470,22200002,3,52.0,61.0,9.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:30
1500,22200002,3,55.0,63.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:00
1530,22200002,3,58.0,66.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:30
1560,22200002,3,60.0,68.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:00
1590,22200002,3,60.0,68.0,8.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:30
1620,22200002,3,60.0,70.0,10.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:00
1650,22200002,3,62.0,72.0,10.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:30
1680,22200002,3,62.0,72.0,10.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:00
1710,22200002,3,62.0,76.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:30
1740,22200002,3,62.0,78.0,16.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:00
1770,22200002,3,64.0,78.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:30
1800,22200002,3,64.0,78.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:00
1830,22200002,3,64.0,81.0,17.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:30
1860,22200002,3,64.0,84.0,20.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:00
1890,22200002,3,64.0,87.0,23.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:30
1920,22200002,3,64.0,89.0,25.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:00
1950,22200002,3,64.0,89.0,25.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:30
1980,22200002,3,64.0,89.0,25.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:00
2010,22200002,3,64.0,89.0,25.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:30
2040,22200002,3,64.0,89.0,25.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:00
2070,22200002,3,66.0,91.0,25.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:30
2100,22200002,3,68.0,91.0,23.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:00
2130,22200002,3,68.0,91.0,23.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:30
2160,22200002,3,71.0,91.0,20.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:00
2160,22200002,4,71.0,91.0,20.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,12:00
2190,22200002,4,71.0,93.0,22.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:30
2220,22200002,4,73.0,93.0,20.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,11:00
2250,22200002,4,73.0,93.0,20.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:30
2280,22200002,4,75.0,93.0,18.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,10:00
2310,22200002,4,75.0,93.0,18.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:30
2340,22200002,4,77.0,93.0,16.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,9:00
2370,22200002,4,77.0,95.0,18.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:30
2400,22200002,4,77.0,95.0,18.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,8:00
2430,22200002,4,80.0,97.0,17.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:30
2460,22200002,4,83.0,97.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,7:00
2490,22200002,4,83.0,100.0,17.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:30
2520,22200002,4,85.0,100.0,15.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,6:00
2550,22200002,4,87.0,100.0,13.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:30
2580,22200002,4,89.0,103.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,5:00
2610,22200002,4,91.0,106.0,15.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:30
2640,22200002,4,93.0,109.0,16.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,4:00
2670,22200002,4,96.0,111.0,15.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:30
2700,22200002,4,98.0,115.0,17.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,3:00
2730,22200002,4,102.0,115.0,13.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:30
2760,22200002,4,104.0,118.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,2:00
2790,22200002,4,104.0,121.0,17.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:30
2820,22200002,4,104.0,123.0,19.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,1:00
2850,22200002,4,106.0,123.0,17.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:30
2880,22200002,4,109.0,123.0,14.0,1.0,1.0,0.0,1.0,Golden State Warriors,Los Angeles Lakers,0:00
0,22200001,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,12:00
30,22200001,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:30
60,22200001,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:00
90,22200001,1,2.0,5.0,3.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:30
120,22200001,1,2.0,7.0,5.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:00
150,22200001,1,2.0,9.0,7.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:30
180,22200001,1,2.0,9.0,7.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:00
210,22200001,1,3.0,9.0,6.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:30
240,22200001,1,6.0,9.0,3.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:00
270,22200001,1,8.0,9.0,1.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:30
300,22200001,1,11.0,11.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:00
330,22200001,1,14.0,11.0,-3.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:30
360,22200001,1,15.0,11.0,-4.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:00
390,22200001,1,15.0,13.0,-2.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:30
420,22200001,1,15.0,15.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:00
450,22200001,1,15.0,15.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:30
480,22200001,1,18.0,17.0,-1.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:00
510,22200001,1,19.0,17.0,-2.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:30
540,22200001,1,19.0,17.0,-2.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:00
570,22200001,1,23.0,17.0,-6.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:30
600,22200001,1,25.0,17.0,-8.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:00
630,22200001,1,25.0,18.0,-7.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:30
660,22200001,1,25.0,21.0,-4.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:00
690,22200001,1,28.0,23.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:30
720,22200001,1,29.0,24.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:00
720,22200001,2,29.0,24.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,12:00
750,22200001,2,31.0,26.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:30
780,22200001,2,31.0,28.0,-3.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:00
810,22200001,2,33.0,28.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:30
840,22200001,2,35.0,30.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:00
870,22200001,2,35.0,32.0,-3.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:30
900,22200001,2,35.0,33.0,-2.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:00
930,22200001,2,35.0,35.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:30
960,22200001,2,35.0,38.0,3.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:00
990,22200001,2,37.0,40.0,3.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:30
1020,22200001,2,39.0,43.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:00
1050,22200001,2,42.0,43.0,1.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:30
1080,22200001,2,45.0,43.0,-2.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:00
1110,22200001,2,47.0,43.0,-4.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:30
1140,22200001,2,50.0,45.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:00
1170,22200001,2,52.0,47.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:30
1200,22200001,2,55.0,47.0,-8.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:00
1230,22200001,2,55.0,53.0,-2.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:30
1260,22200001,2,58.0,53.0,-5.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:00
1290,22200001,2,58.0,55.0,-3.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:30
1320,22200001,2,58.0,57.0,-1.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:00
1350,22200001,2,58.0,59.0,1.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:30
1380,22200001,2,58.0,61.0,3.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:00
1410,22200001,2,61.0,61.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:30
1440,22200001,2,63.0,63.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:00
1440,22200001,3,63.0,63.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,12:00
1470,22200001,3,64.0,63.0,-1.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:30
1500,22200001,3,66.0,65.0,-1.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:00
1530,22200001,3,66.0,65.0,-1.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:30
1560,22200001,3,66.0,67.0,1.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:00
1590,22200001,3,68.0,68.0,0.0,0.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:30
1620,22200001,3,68.0,72.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:00
1650,22200001,3,68.0,72.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:30
1680,22200001,3,70.0,74.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:00
1710,22200001,3,70.0,76.0,6.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:30
1740,22200001,3,72.0,76.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:00
1770,22200001,3,72.0,78.0,6.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:30
1800,22200001,3,74.0,80.0,6.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:00
1830,22200001,3,76.0,80.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:30
1860,22200001,3,78.0,82.0,4.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:00
1890,22200001,3,78.0,84.0,6.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:30
1920,22200001,3,78.0,87.0,9.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:00
1950,22200001,3,78.0,90.0,12.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:30
1980,22200001,3,80.0,90.0,10.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:00
2010,22200001,3,82.0,90.0,8.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:30
2040,22200001,3,82.0,93.0,11.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:00
2070,22200001,3,82.0,95.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:30
2100,22200001,3,82.0,95.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:00
2130,22200001,3,85.0,96.0,11.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:30
2160,22200001,3,88.0,98.0,10.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:00
2160,22200001,4,88.0,98.0,10.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,12:00
2190,22200001,4,90.0,98.0,8.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:30
2220,22200001,4,90.0,98.0,8.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,11:00
2250,22200001,4,92.0,98.0,6.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:30
2280,22200001,4,94.0,101.0,7.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,10:00
2310,22200001,4,94.0,103.0,9.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:30
2340,22200001,4,94.0,105.0,11.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,9:00
2370,22200001,4,97.0,108.0,11.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:30
2400,22200001,4,97.0,110.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,8:00
2430,22200001,4,99.0,110.0,11.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:30
2460,22200001,4,99.0,112.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,7:00
2490,22200001,4,102.0,115.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:30
2520,22200001,4,102.0,115.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,6:00
2550,22200001,4,102.0,115.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:30
2580,22200001,4,102.0,115.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,5:00
2610,22200001,4,102.0,115.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:30
2640,22200001,4,103.0,115.0,12.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,4:00
2670,22200001,4,103.0,115.0,12.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:30
2700,22200001,4,106.0,118.0,12.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,3:00
2730,22200001,4,106.0,120.0,14.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:30
2760,22200001,4,108.0,120.0,12.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,2:00
2790,22200001,4,110.0,123.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:30
2820,22200001,4,113.0,126.0,13.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,1:00
2850,22200001,4,115.0,126.0,11.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:30
2880,22200001,4,117.0,126.0,9.0,1.0,1.0,0.0,1.0,Boston Celtics,Philadelphia 76ers,0:00
0,22200006,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,12:00
30,22200006,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,11:30
60,22200006,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,11:00
90,22200006,1,2.0,0.0,-2.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,10:30
120,22200006,1,4.0,0.0,-4.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,10:00
150,22200006,1,7.0,0.0,-7.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,9:30
180,22200006,1,7.0,2.0,-5.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,9:00
210,22200006,1,9.0,2.0,-7.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,8:30
240,22200006,1,11.0,4.0,-7.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,8:00
270,22200006,1,13.0,4.0,-9.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,7:30
300,22200006,1,16.0,4.0,-12.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,7:00
330,22200006,1,16.0,4.0,-12.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,6:30
360,22200006,1,18.0,4.0,-14.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,6:00
390,22200006,1,20.0,6.0,-14.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,5:30
420,22200006,1,20.0,6.0,-14.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,5:00
450,22200006,1,20.0,6.0,-14.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,4:30
480,22200006,1,20.0,8.0,-12.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,4:00
510,22200006,1,22.0,10.0,-12.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,3:30
540,22200006,1,24.0,10.0,-14.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,3:00
570,22200006,1,24.0,12.0,-12.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,2:30
600,22200006,1,25.0,12.0,-13.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,2:00
630,22200006,1,28.0,12.0,-16.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,1:30
660,22200006,1,28.0,14.0,-14.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,1:00
690,22200006,1,32.0,14.0,-18.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,0:30
720,22200006,1,32.0,14.0,-18.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,0:00
720,22200006,2,32.0,14.0,-18.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,12:00
750,22200006,2,32.0,14.0,-18.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,11:30
780,22200006,2,32.0,17.0,-15.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,11:00
810,22200006,2,35.0,17.0,-18.0,0.0,0.0,1.0,0.0,Brooklyn Nets,New Orleans Pelicans,10:30
