GAME_ID,EVENTNUM,PERIOD,PCTIMESTRING,SCORE,SCOREMARGIN
0022200001,85,1,6:41,14 - 11,-3
0022200001,86,1,6:41,14 - 11,-3
0022200001,88,1,6:41,14 - 11,-3
0022200001,89,1,6:41,14 - 11,-3
0022200001,91,1,6:30,14 - 11,-3
0022200001,92,1,6:14,14 - 11,-3
0022200001,94,1,6:13,14 - 11,-3
0022200001,96,1,6:13,15 - 11,-4
0022200001,97,1,6:01,15 - 11,-4
0022200001,98,1,5:59,15 - 11,-4
0022200001,100,1,5:40,15 - 13,-2
0022200001,102,1,5:20,15 - 13,-2
0022200001,103,1,5:18,15 - 13,-2
0022200001,104,1,5:14,15 - 15,TIE
0022200001,105,1,5:10,15 - 15,TIE
0022200001,106,1,5:10,15 - 15,TIE
0022200001,107,1,5:10,15 - 15,TIE
0022200001,110,1,4:47,15 - 15,TIE
0022200001,112,1,4:42,15 - 15,TIE
0022200001,113,1,4:38,15 - 15,TIE
0022200001,114,1,4:27,15 - 15,TIE
0022200001,115,1,4:25,15 - 15,TIE
0022200001,116,1,4:23,15 - 17,2
0022200001,118,1,4:08,18 - 17,-1
0022200001,119,1,3:49,18 - 17,-1
0022200001,121,1,3:47,18 - 17,-1
0022200001,122,1,3:39,18 - 17,-1
0022200001,124,1,3:39,18 - 17,-1
0022200001,125,1,3:39,18 - 17,-1
0022200001,126,1,3:39,18 - 17,-1
0022200001,127,1,3:39,18 - 17,-1
0022200001,128,1,3:39,18 - 17,-1
0022200001,132,1,3:39,19 - 17,-2
0022200001,133,1,3:25,19 - 17,-2
0022200001,134,1,3:23,19 - 17,-2
0022200001,135,1,3:18,19 - 17,-2
0022200001,136,1,3:14,19 - 17,-2
0022200001,137,1,3:00,19 - 17,-2
0022200001,138,1,3:00,19 - 17,-2
0022200001,139,1,3:00,19 - 17,-2
0022200001,140,1,2:51,22 - 17,-5
0022200001,141,1,2:51,22 - 17,-5
0022200001,143,1,2:51,22 - 17,-5
0022200001,144,1,2:51,22 - 17,-5
0022200001,145,1,2:51,22 - 17,-5
0022200001,149,1,2:51,23 - 17,-6
0022200001,150,1,2:32,23 - 17,-6
0022200001,151,1,2:28,23 - 17,-6
0022200001,152,1,2:21,25 - 17,-8
0022200001,153,1,2:07,25 - 17,-8
0022200001,155,1,2:07,25 - 17,-8
0022200001,156,1,2:07,25 - 17,-8
0022200001,157,1,2:07,25 - 18,-7
0022200001,158,1,1:52,25 - 18,-7
0022200001,159,1,1:48,25 - 18,-7
0022200001,160,1,1:42,25 - 18,-7
0022200001,162,1,1:38,25 - 18,-7
0022200001,163,1,1:35,25 - 18,-7
0022200001,164,1,1:28,25 - 21,-4
0022200001,166,1,1:04,25 - 21,-4
0022200001,168,1,1:04,26 - 21,-5
0022200001,169,1,1:04,27 - 21,-6
0022200001,170,1,1:04,28 - 21,-7
0022200001,171,1,0:47,28 - 23,-5
0022200001,173,1,0:26,28 - 23,-5
0022200001,174,1,0:23,28 - 23,-5
0022200001,176,1,0:22,28 - 23,-5
0022200001,178,1,0:21,28 - 23,-5
0022200001,180,1,0:21,29 - 23,-6
0022200001,183,1,0:21,29 - 23,-6
0022200001,184,1,0:21,29 - 23,-6
0022200001,181,1,0:21,29 - 23,-6
0022200001,185,1,0:01,29 - 23,-6
0022200001,187,1,0:01,29 - 24,-5
0022200001,192,1,0:01,29 - 24,-5
0022200001,193,1,0:01,29 - 24,-5
0022200001,188,1,0:01,29 - 24,-5
0022200001,190,1,0:01,29 - 24,-5
0022200001,194,1,0:00,29 - 24,-5
0022200001,201,2,12:00,29 - 24,-5
0022200001,202,2,11:48,29 - 26,-3
0022200001,203,2,11:33,31 - 26,-5
0022200001,204,2,11:18,31 - 28,-3
0022200001,205,2,11:04,31 - 28,-3
0022200001,207,2,10:56,33 - 28,-5
0022200001,208,2,10:38,33 - 28,-5
0022200001,209,2,10:36,33 - 28,-5
0022200001,210,2,10:34,33 - 28,-5
0022200001,211,2,10:32,33 - 28,-5
0022200001,213,2,10:32,33 - 28,-5
0022200001,215,2,10:29,33 - 30,-3
0022200001,217,2,10:12,33 - 30,-3
0022200001,219,2,10:12,34 - 30,-4
0022200001,220,2,10:12,34 - 30,-4
0022200001,222,2,10:12,35 - 30,-5
0022200001,223,2,9:57,35 - 32,-3
0022200001,224,2,9:44,35 - 32,-3
0022200001,225,2,9:43,35 - 32,-3
0022200001,226,2,9:33,35 - 32,-3
0022200001,228,2,9:33,35 - 32,-3
0022200001,229,2,9:33,35 - 32,-3
0022200001,230,2,9:33,35 - 32,-3
0022200001,232,2,9:33,35 - 32,-3
0022200001,234,2,9:33,35 - 33,-2
0022200001,236,2,9:09,35 - 33,-2
0022200001,237,2,9:07,35 - 33,-2
0022200001,240,2,8:51,35 - 35,TIE
0022200001,242,2,8:23,35 - 35,TIE
0022200001,244,2,8:20,35 - 35,TIE
0022200001,245,2,8:20,35 - 35,TIE
0022200001,246,2,8:20,35 - 35,TIE
0022200001,247,2,8:20,35 - 35,TIE
0022200001,251,2,8:13,35 - 38,3
0022200001,253,2,7:59,37 - 38,1
0022200001,254,2,7:33,37 - 40,3
0022200001,255,2,7:21,39 - 40,1
0022200001,256,2,7:12,39 - 40,1
0022200001,258,2,7:12,39 - 41,2
0022200001,259,2,7:12,39 - 42,3
0022200001,260,2,7:12,39 - 42,3
0022200001,261,2,7:12,39 - 42,3
0022200001,264,2,7:12,39 - 43,4
0022200001,265,2,6:55,42 - 43,1
0022200001,267,2,6:33,42 - 43,1
0022200001,268,2,6:30,42 - 43,1
0022200001,269,2,6:21,45 - 43,-2
0022200001,270,2,6:07,45 - 43,-2
0022200001,272,2,5:56,45 - 43,-2
0022200001,273,2,5:54,45 - 43,-2
0022200001,275,2,5:40,47 - 43,-4
0022200001,277,2,5:27,47 - 45,-2
0022200001,279,2,5:03,50 - 45,-5
0022200001,281,2,4:55,50 - 47,-3
0022200001,282,2,4:42,52 - 47,-5
0022200001,284,2,4:30,52 - 47,-5
0022200001,285,2,4:28,52 - 47,-5
0022200001,286,2,4:17,55 - 47,-8
0022200001,288,2,3:55,55 - 50,-5
0022200001,290,2,3:36,55 - 50,-5
0022200001,291,2,3:33,55 - 50,-5
0022200001,292,2,3:32,55 - 52,-3
0022200001,293,2,3:32,55 - 52,-3
0022200001,295,2,3:32,55 - 52,-3
0022200001,297,2,3:32,55 - 53,-2
0022200001,298,2,3:19,55 - 53,-2
0022200001,299,2,3:16,55 - 53,-2
0022200001,300,2,3:11,55 - 53,-2
0022200001,302,2,3:04,57 - 53,-4
0022200001,304,2,3:04,57 - 53,-4
0022200001,306,2,3:04,58 - 53,-5
0022200001,307,2,2:45,58 - 55,-3
0022200001,308,2,2:30,58 - 55,-3
0022200001,309,2,2:27,58 - 55,-3
0022200001,310,2,2:20,58 - 57,-1
0022200001,312,2,2:06,58 - 57,-1
0022200001,314,2,2:06,58 - 57,-1
0022200001,315,2,2:06,58 - 57,-1
0022200001,316,2,2:06,58 - 57,-1
0022200001,317,2,2:06,58 - 57,-1
0022200001,320,2,1:52,58 - 59,1
0022200001,321,2,1:27,58 - 59,1
0022200001,322,2,1:25,58 - 59,1
0022200001,323,2,1:16,58 - 61,3
0022200001,324,2,0:48,61 - 61,TIE
0022200001,325,2,0:35,61 - 61,TIE
0022200001,326,2,0:33,61 - 61,TIE
0022200001,327,2,0:27,63 - 61,-2
0022200001,329,2,0:08,63 - 61,-2
0022200001,331,2,0:08,63 - 62,-1
0022200001,332,2,0:08,63 - 62,-1
0022200001,334,2,0:08,63 - 63,TIE
0022200001,335,2,0:00,63 - 63,TIE
0022200001,336,2,0:00,63 - 63,TIE
0022200001,337,2,0:00,63 - 63,TIE
0022200001,342,3,12:00,63 - 63,TIE
0022200001,343,3,11:41,63 - 63,TIE
0022200001,344,3,11:41,63 - 63,TIE
0022200001,345,3,11:41,63 - 63,TIE
0022200001,347,3,11:41,63 - 63,TIE
0022200001,349,3,11:41,63 - 63,TIE
0022200001,350,3,11:41,64 - 63,-1
0022200001,351,3,11:24,66 - 63,-3
0022200001,353,3,11:24,66 - 63,-3
0022200001,355,3,11:24,66 - 63,-3
0022200001,356,3,11:24,66 - 63,-3
0022200001,357,3,11:18,66 - 63,-3
0022200001,359,3,11:06,66 - 65,-1
0022200001,360,3,10:44,66 - 65,-1
0022200001,361,3,10:41,66 - 65,-1
0022200001,362,3,10:34,66 - 65,-1
0022200001,363,3,10:31,66 - 65,-1
0022200001,364,3,10:23,66 - 65,-1
0022200001,365,3,10:20,66 - 65,-1
0022200001,366,3,10:14,66 - 67,1
0022200001,368,3,10:14,66 - 67,1
0022200001,370,3,10:14,66 - 67,1
0022200001,371,3,10:14,66 - 67,1
0022200001,372,3,9:57,66 - 67,1
0022200001,373,3,9:55,66 - 67,1
0022200001,374,3,9:54,66 - 67,1
0022200001,376,3,9:54,66 - 67,1
0022200001,377,3,9:54,66 - 68,2
0022200001,378,3,9:54,66 - 68,2
0022200001,379,3,9:54,66 - 68,2
0022200001,380,3,9:39,68 - 68,TIE
0022200001,381,3,9:16,68 - 70,2
0022200001,382,3,9:08,68 - 70,2
0022200001,383,3,9:07,68 - 70,2
0022200001,384,3,9:00,68 - 72,4
0022200001,386,3,8:43,68 - 72,4
0022200001,387,3,8:41,68 - 72,4
0022200001,388,3,8:34,68 - 72,4
0022200001,389,3,8:31,68 - 72,4
0022200001,390,3,8:20,70 - 72,2
0022200001,392,3,8:06,70 - 72,2
0022200001,394,3,8:06,70 - 73,3
0022200001,395,3,8:06,70 - 74,4
0022200001,396,3,7:44,70 - 74,4
0022200001,398,3,7:40,70 - 76,6
0022200001,400,3,7:16,72 - 76,4
0022200001,401,3,7:01,72 - 76,4
0022200001,402,3,6:59,72 - 76,4
0022200001,403,3,6:50,72 - 76,4
0022200001,405,3,6:47,72 - 78,6
0022200001,406,3,6:41,72 - 78,6
0022200001,407,3,6:41,72 - 78,6
0022200001,409,3,6:21,74 - 78,4
0022200001,410,3,6:05,74 - 78,4
0022200001,412,3,6:05,74 - 79,5
0022200001,413,3,6:05,74 - 79,5
0022200001,415,3,6:05,74 - 80,6
0022200001,416,3,5:55,74 - 80,6
0022200001,418,3,5:55,74 - 80,6
0022200001,420,3,5:47,76 - 80,4
0022200001,422,3,5:27,76 - 82,6
0022200001,424,3,5:17,76 - 82,6
0022200001,426,3,5:17,77 - 82,5
0022200001,427,3,5:17,78 - 82,4
0022200001,428,3,5:03,78 - 82,4
0022200001,429,3,5:00,78 - 82,4
0022200001,430,3,4:59,78 - 82,4
0022200001,431,3,4:55,78 - 82,4
0022200001,432,3,4:49,78 - 82,4
0022200001,434,3,4:45,78 - 84,6
0022200001,435,3,4:29,78 - 84,6
0022200001,437,3,4:18,78 - 87,9
0022200001,439,3,3:59,78 - 87,9
0022200001,440,3,3:56,78 - 87,9
0022200001,441,3,3:49,78 - 90,12
0022200001,442,3,3:28,78 - 90,12
0022200001,444,3,3:28,79 - 90,11
0022200001,445,3,3:28,79 - 90,11
0022200001,446,3,3:28,79 - 90,11
0022200001,447,3,3:28,79 - 90,11
0022200001,451,3,3:28,80 - 90,10
0022200001,452,3,3:14,80 - 90,10
0022200001,454,3,3:07,80 - 90,10
0022200001,455,3,3:04,80 - 90,10
0022200001,456,3,2:58,80 - 90,10
0022200001,457,3,2:41,82 - 90,8
0022200001,458,3,2:28,82 - 93,11
0022200001,460,3,2:01,82 - 93,11
0022200001,461,3,1:57,82 - 93,11
0022200001,463,3,1:57,82 - 93,11
0022200001,465,3,1:50,82 - 93,11
0022200001,467,3,1:50,82 - 93,11
0022200001,468,3,1:50,82 - 93,11
0022200001,469,3,1:50,82 - 93,11
0022200001,471,3,1:30,82 - 95,13
0022200001,472,3,1:07,82 - 95,13
0022200001,473,3,1:04,82 - 95,13
0022200001,474,3,0:56,82 - 95,13
0022200001,475,3,0:54,82 - 95,13
0022200001,476,3,0:45,85 - 95,10
0022200001,478,3,0:32,85 - 95,10
0022200001,479,3,0:30,85 - 95,10
0022200001,480,3,0:30,85 - 95,10
0022200001,482,3,0:30,85 - 96,11
0022200001,483,3,0:30,85 - 96,11
0022200001,484,3,0:30,85 - 96,11
0022200001,487,3,0:30,85 - 97,12
0022200001,488,3,0:10,85 - 97,12
0022200001,489,3,0:08,85 - 97,12
0022200001,490,3,0:08,85 - 97,12
0022200001,492,3,0:08,85 - 97,12
0022200001,493,3,0:08,85 - 97,12
0022200001,494,3,0:08,85 - 98,13
0022200001,495,3,0:03,87 - 98,11
0022200001,496,3,0:03,87 - 98,11
0022200001,498,3,0:03,87 - 98,11
0022200001,500,3,0:03,88 - 98,10
0022200001,501,3,0:00,88 - 98,10
0022200001,502,3,0:00,88 - 98,10
0022200001,503,3,0:00,88 - 98,10
0022200001,510,4,12:00,88 - 98,10
0022200001,511,4,11:50,88 - 98,10
0022200001,513,4,11:50,89 - 98,9
0022200001,514,4,11:50,90 - 98,8
0022200001,515,4,11:35,90 - 98,8
0022200001,517,4,11:25,90 - 98,8
0022200001,518,4,11:23,90 - 98,8
0022200001,519,4,11:10,90 - 98,8
0022200001,520,4,11:07,90 - 98,8
0022200001,521,4,11:00,90 - 98,8
0022200001,522,4,10:59,90 - 98,8
0022200001,523,4,10:59,90 - 98,8
0022200001,525,4,10:50,92 - 98,6
0022200001,526,4,10:25,92 - 101,9
0022200001,527,4,10:08,94 - 101,7
0022200001,528,4,9:57,94 - 103,9
0022200001,529,4,9:49,94 - 103,9
0022200001,531,4,9:49,94 - 103,9
0022200001,532,4,9:49,94 - 103,9
0022200001,533,4,9:49,94 - 103,9
0022200001,536,4,9:26,94 - 103,9
0022200001,537,4,9:24,94 - 103,9
0022200001,538,4,9:19,94 - 103,9
0022200001,540,4,9:16,94 - 105,11
0022200001,541,4,9:03,94 - 105,11
0022200001,543,4,8:54,97 - 105,8
0022200001,545,4,8:35,97 - 108,11
0022200001,547,4,8:24,97 - 108,11
0022200001,548,4,8:20,97 - 108,11
0022200001,549,4,8:13,97 - 110,13
0022200001,551,4,7:48,99 - 110,11
0022200001,553,4,7:31,99 - 110,11
0022200001,554,4,7:28,99 - 110,11
0022200001,555,4,7:22,99 - 110,11
0022200001,557,4,7:19,99 - 110,11
0022200001,558,4,7:13,99 - 112,13
0022200001,559,4,6:55,102 - 112,10
0022200001,561,4,6:35,102 - 114,12
0022200001,563,4,6:35,102 - 114,12
0022200001,565,4,6:35,102 - 114,12
0022200001,566,4,6:35,102 - 114,12
0022200001,567,4,6:35,102 - 114,12
0022200001,568,4,6:35,102 - 114,12
0022200001,569,4,6:35,102 - 114,12
0022200001,570,4,6:35,102 - 114,12
0022200001,576,4,6:35,102 - 115,13
0022200001,577,4,6:15,102 - 115,13
0022200001,578,4,6:12,102 - 115,13
0022200001,579,4,6:04,102 - 115,13
0022200001,580,4,6:01,102 - 115,13
0022200001,581,4,5:55,102 - 115,13
0022200001,582,4,5:53,102 - 115,13
0022200001,584,4,5:31,102 - 115,13
0022200001,585,4,5:29,102 - 115,13
0022200001,586,4,5:10,102 - 115,13
0022200001,587,4,5:08,102 - 115,13
0022200001,589,4,4:57,102 - 115,13
0022200001,591,4,4:55,102 - 115,13
0022200001,592,4,4:52,102 - 115,13
0022200001,593,4,4:37,102 - 115,13
0022200001,594,4,4:34,102 - 115,13
0022200001,595,4,4:22,102 - 115,13
0022200001,597,4,4:22,102 - 115,13
0022200001,603,4,4:12,102 - 115,13
0022200001,604,4,4:11,102 - 115,13
0022200001,617,4,4:11,102 - 115,13
0022200001,601,4,4:11,102 - 115,13
0022200001,602,4,4:11,102 - 115,13
0022200001,605,4,4:11,103 - 115,12
0022200001,606,4,3:57,103 - 115,12
0022200001,607,4,3:55,103 - 115,12
0022200001,608,4,3:44,103 - 115,12
0022200001,609,4,3:42,103 - 115,12
0022200001,610,4,3:36,103 - 115,12
0022200001,612,4,3:29,103 - 115,12
0022200001,614,4,3:22,103 - 118,15
0022200001,616,4,3:19,103 - 118,15
0022200001,618,4,3:01,106 - 118,12
0022200001,620,4,2:41,106 - 120,14
0022200001,622,4,2:14,108 - 120,12
0022200001,624,4,1:58,108 - 123,15
0022200001,626,4,1:44,110 - 123,13
0022200001,627,4,1:26,110 - 126,16
0022200001,629,4,1:10,112 - 126,14
0022200001,630,4,1:10,112 - 126,14
0022200001,632,4,1:10,113 - 126,13
0022200001,633,4,0:58,113 - 126,13
0022200001,635,4,0:48,115 - 126,11
0022200001,637,4,0:32,115 - 126,11
0022200001,639,4,0:29,117 - 126,9
0022200001,640,4,0:06,117 - 126,9
0022200001,641,4,0:04,117 - 126,9
0022200001,642,4,0:00,117 - 126,9
